Word,Frequency
stiff,16
regulator,186
trying,622
discourage,22
cut,992
prompts,5
splits,25
utilities,1302
accelerate,1398
ongoing,712
fierce,41
structured,67
priced,107
thing,879
right,1934
subsidized,36
veteran,62
eugene,4
grecheck,2
declarations,11
winning,179
proposition,90
whopping,39
gasburning,9
hypercompetitive,6
offline,84
unusual,79
snap,33
feb1921,1
hit,781
cap,189
9000,43
unable,225
950,42
highly,954
structure,613
done,1059
threatening,65
walk,110
barring,18
overhaul,60
know,1438
chris,231
crane,35
fourthquarter,12
earnings,352
call,859
24,654
evaluating,142
spin,47
huge,1172
unprofitable,11
subsidize,22
causing,249
kinds,172
grief,11
spincos,2
viability,229
depends,211
developments,812
cfo,70
nigro,2
arguably,65
challenging,461
attempting,73
convince,50
illinois,292
companys,1797
illinoisbased,3
successful,928
attempt,127
marred,4
bribery,7
scandal,21
jul2420,1
others,963
outcome,155
auction,449
nations,2395
pjm,60
legislation,785
type,665
complicating,20
matters,237
commission,1333
ferc,185
essentially,212
renders,13
moot,6
profitgenerating,1
auctions,194
regional,1001
concentration,195
load,555
challenged,86
lobbying,76
create,2281
outside,559
pjms,1
battering,3
exposed,201
impressive,302
majorityowned,12
adequately,62
valued,100
minority,82
twinunit,4
salem,5
jersey,320
pseg,16
eroding,8
competitive,870
pricetaking,1
dominant,162
confronting,21
exgens,1
credit,1500
quality,3128
downgraded,6
soontobespunoff,1
bbb,30
falling,286
peers,99
declining,175
affects,98
proliferating,5
exerting,5
disciplined,40
financial,1611
optimizing,104
cash,702
sheet,176
invest,1005
return,544
promised,146
seek,257
fair,265
attributes,94
maintaining,244
discipline,73
uneconomic,15
opportunistically,2
monetize,24
allocation,136
debt,357
later,1084
outcomes,205
confident,220
approach,1631
graderated,1
regardless,223
forerunner,10
falls,140
costcutting,18
improve,1916
dave,48
kraft,8
alleges,4
uncompetitive,7
form,1884
intervention,93
ask,310
maintenance,1836
aging,105
phil,42
chaffee,4
london,307
jessica,21
sondgeroth,2
inservice,16
wants,505
synthetic,286
aviation,796
saf,132
biomass,593
advancing,346
region,2221
online,1452
hosted,212
powertoliquids,3
efuels,116
ministers,150
netherlands,820
germany,2239
france,939
spain,552
belgium,140
luxembourg,53
fueling,138
firms,593
airline,51
chains,558
boosting,179
europes,90
ideally,108
sequestered,46
dioxide,1078
lifecycle,174
limitless,37
feedstock,206
challenges,2211
access,4341
blending,86
jet,168
astm,4
fischertropsch,3
pathway,443
jfi,5
moment,505
foundations,147
pete,17
harrison,10
referring,83
carmaker,16
kickstart,47
revolution,460
road,1112
ground,1080
germanys,59
sunfire,23
siemens,312
electolyzers,1
swiss,171
climeworks,60
specializes,225
anglodutch,9
finlands,10
neste,10
blue,947
ready,648
needs,2774
scale,2897
explained,650
nils,4
aldag,1
delegates,77
admitted,23
replace,639
klm,4
flight,198
coincided,21
klms,1
firstever,70
passenger,340
feb1221,2
shells,67
cto,93
yuri,8
sebregts,2
liter,45
batch,61
kerosene,28
co2,2593
pernis,3
refinery,143
rotterdam,47
electrolyzer,228
powered,734
showed,530
picture,304
waxlike,1
syncrude,1
hydroprocessed,4
marjan,4
van,295
loon,1
used,6757
lab,527
break,318
monoxide,63
times,1842
started,1175
ptl,8
intensive,159
enough,1681
cover,690
third,2717
amsterdam,58
schiphols,1
farm,1168
skynrg,4
managing,952
maarten,13
dijk,1
gave,249
ballpark,9
100000,234
suggested,244
might,1227
solve,390
intermittency,90
hefa,1
alcoholtojet,2
pathways,322
fully,1280
synfuels,14
synkero,1
50000,136
skyteam,6
schiphol,3
oiltanking,1
port,745
windmills,15
unveiled,366
along,1688
zenid,1
demonstration,505
hague,17
airport,282
german,906
producer,483
uniper,46
sequester,75
directly,916
air,2943
departing,13
flights,138
euwide,18
firming,28
sweden,545
introduce,211
reductions,499
boost,729
mandates,109
andreas,74
scheuer,1
05,126
2026,476
eu,1563
preston,8
standalone,221
equinor,318
lights,203
jv,81
da,37
forms,560
norways,17
highprofile,51
longship,1
statefunded,5
ccs,674
crucial,749
ensuring,574
minimize,207
aim,751
customer,973
relationships,192
prove,285
crossborder,39
benefits,2126
berre,3
jacobsen,2
memorandums,12
confidentiality,5
lots,303
transported,153
stored,499
annually,536
enhanced,555
recovery,764
eor,17
wgi,16
mar1021,3
base,764
aims,2955
2024,964
oslo,43
hubs,274
northwest,247
oct2820,1
depleted,73
fields,1477
norwegian,250
continental,142
shelf,113
sanctioned,1922
step,1568
captivated,2
dac,242
direct,1271
atmosphere,556
underground,467
occidental,43
swissbased,8
developer,1091
feasibility,452
norway,705
coceo,18
christoph,13
gebald,8
scaled,172
usually,339
thousand,146
whereby,39
stackable,15
collector,43
boxes,63
filter,133
ambient,135
material,1407
binds,9
heated,162
c,1381
produces,345
pure,224
stream,271
permanently,91
iceland,189
fifteen,15
believes,481
fit,412
abundant,312
proven,497
abatement,67
netzero,1065
midcentury,105
dacs,21
main,1028
land,1906
naturebased,109
offsets,258
forests,336
provided,1145
deployed,575
purposes,3690
farming,313
drawback,13
afforestation,12
typically,615
50ton,11
200ton,2
suggests,346
photovoltaics,405
jay,26
eden,30
australia,1368
santos,63
barossa,54
darwin,50
lowcost,389
condensate,19
leg,59
russia,772
light,1204
asia,1088
driving,1840
36,298
deliver,1892
300,534
kilometers,214
186,27
territory,267
800,208
equivalent,620
backfill,3
tolling,8
bayuundan,9
ceases,2
singletrain,1
37,172
timorleste,4
may2920,1
jan521,1
consists,229
floating,1612
offloading,31
vessel,291
subsea,269
wells,1265
supporting,979
pipeline,1473
mar2421,2
complex,728
reservoir,451
levels,1761
simple,599
consultant,109
molyneux,4
sudden,76
downturn,57
fid,95
ambition,424
achieve,1779
shared,558
concretely,3
mou,238
sk,92
mitsubishi,138
jointly,205
investigate,159
relating,79
moomba,5
bilateral,43
credits,857
zeroemissions,138
landbased,71
fidready,1
wood,646
mackenzie,368
17,636
dec320,2
boasts,95
btu,31
partly,232
achieved,701
utilization,361
ensures,187
robust,672
volatile,204
papua,23
guinea,30
africa,1109
name,1246
believed,83
woodside,100
pluto,27
train,265
mozambique,38
grow,1412
2030s,45
asian,304
represent,2406
58,134
sourced,280
dec720,2
shareholding,12
condition,110
equity,769
selldowns,2
partner,1252
transaction,291
net,3115
approximately,944
200,761
turn,2410
jera,28
progress,1220
binding,118
purchase,1156
acquire,235
125,174
interest,1369
apr1720,1
interests,247
434,13
marc,34
roussot,2
shareholdings,2
selldown,5
joint,1063
venture,851
625,18
375,48
684,6
250,323
inpex,66
114,73
110,122
61,116
longawaited,40
hundreds,525
billions,340
dollars,456
proposing,99
lowering,228
sonamed,8
unfurled,1
funnel,8
greening,61
modernizing,20
roads,251
waterways,67
broadband,24
airports,86
framing,13
outcompete,12
ramping,184
mar1221,3
speaking,324
historic,293
steel,1405
pittsburgh,42
proposal,466
win,302
ingenuity,24
carries,62
lofty,46
lobby,52
praised,38
freshen,2
incentives,1030
survival,73
api,89
panned,3
lowered,88
spate,27
breaks,127
prized,8
drillers,19
apis,9
vice,784
frank,96
macchiarola,17
notes,446
misses,14
pipelines,418
examines,77
topline,8
pledge,181
500000,129
charging,4283
stations,1283
pitching,23
fallen,99
rebates,110
buying,362
usmanufactured,2
cars,2092
expanding,765
grants,247
electrify,398
diesel,778
transit,257
school,779
bus,374
expand,1229
postal,114
blair,29
admiral,2
backs,25
funded,427
fullest,10
extent,223
nation,1127
decarbonize,432
standard,1084
hawks,7
lowhanging,26
fruit,110
congress,593
democrats,126
pairs,27
fee,104
10year,109
phasedown,6
deductions,4
26,426
contingent,33
abiding,5
labor,553
standards,1900
mar3121,1
traditional,893
majors,100
backdrop,102
losing,138
range,2537
feb521,1
emission,803
boosts,45
climatefocused,13
launching,190
utilityscale,879
rare,245
element,260
separations,26
biofuelbioproducts,1
conveys,4
seeing,553
increase,3653
official,356
tuesday,459
lay,94
bare,32
vulnerabilities,28
transformational,91
wins,56
losses,499
besides,143
hiking,49
rate,1174
backstop,9
minimum,304
income,478
promising,447
elimination,50
code,239
loopholes,9
special,632
urbanbrookings,1
analysis,1884
collection,205
provisions,265
115,83
revenue,755
viewed,559
helping,1096
paying,283
unionized,11
workers,769
plugging,49
mining,755
restoration,236
exact,103
grade,83
man,134
woman,33
dug,30
realities,47
spell,14
tough,128
attention,640
shifts,171
holds,319
purse,14
strings,37
write,157
sets,353
scene,68
uncertainty,355
horsetrading,3
congressional,120
republicans,110
balked,2
tag,51
attached,122
capitol,34
hill,162
vowing,5
stick,82
pass,370
passage,161
partisan,38
reconciliation,53
requires,812
senate,294
kamala,27
harris,129
casting,28
vote,304
tight,162
mean,690
strike,158
tricky,51
keeps,164
happy,274
farther,62
wing,110
moderate,123
sen,54
manchin,197
virginia,537
airlines,94
a4a,6
ups,44
ante,12
collective,178
carriers,103
multilayered,12
covers,374
avenues,35
propulsion,155
dovetails,13
fertile,13
environment,2234
mediumterm,41
adhered,9
2005,165
touts,9
improvement,294
remarkable,171
getting,1171
feet,526
a4as,1
nancy,17
young,273
united,4425
jetblue,1
delta,223
fedex,33
ensure,2295
availability,536
forefront,243
outlay,15
sequestration,280
front,2058
provides,3279
partnering,250
path,775
gallons,77
costcompetitive,109
owns,230
los,189
angeles,150
fray,10
fulcrums,1
sierra,53
biofuels,475
reno,27
nevada,225
red,560
rocks,90
oregon,191
lanzajet,1
gevo,16
bridging,29
gap,358
add,1226
leaving,288
yawning,8
tiny01,1
sliver,5
215,55
means,1721
prohibitive,21
barrier,203
blenders,3
gallon,35
saving,300
rfs,1
spelled,13
loan,383
guarantees,92
harness,198
boom,159
downstream,173
yields,129
holly,13
frontier,137
wyoming,130
marathon,63
phillips66,1
california,3026
converting,213
produce,2192
segment,510
bright,113
perspective,435
oct1220,1
advances,285
airframe,12
engine,496
programs,957
nasas,7
hybridelectric,11
aircraft,463
traffic,216
radar,122
satellite,259
burn,142
greener,400
electrifying,140
equipment,1613
icao,20
offsetting,168
cristina,7
haus,7
outlined,213
details,1387
vague,15
drawn,105
vetted,16
enjoy,217
oppose,45
passing,152
carbonpollution,2
resemble,19
statelevel,30
incentivize,113
carbonfree,401
connecticut,99
ohio,280
dec2420,2
legislated,12
neutralize,17
ineffective,33
sold,526
apr1318,1
strengthen,354
vendors,52
quantum,71
computing,86
bidens,43
46,189
certainly,352
pleased,345
judi,3
greenwald,3
pie,34
definitely,180
lot,2020
things,1455
prioritize,125
feels,92
clash,9
speculated,8
enact,40
intends,264
agency,1271
epa,269
overseeing,32
administered,48
comply,113
sponsored,74
commerce,200
chair,204
pallone,8
subcommittee,15
chairs,25
paul,201
tonko,1
bobby,3
rush,133
bypasses,4
fullblown,20
impose,46
emitters,60
revise,27
disapproves,2
fees,123
collected,236
grant,560
activities,811
noting,293
omission,11
clearview,25
fossilstate,1
flexible,583
taxes,206
modify,48
taxation,28
multinationals,8
rescind,7
avoid,628
republican,161
filibuster,6
60vote,3
meaning,333
cross,269
resort,33
meaningful,242
precedent,27
proposals,509
appear,202
derived,158
bills,504
supported,727
proposed,1223
pilot,1103
echoed,60
prioritizing,59
traders,190
ghg,550
businesses,1692
commodities,135
cautiously,24
realignments,1
indicate,177
travel,468
navigates,7
torbjorn,3
tornqvist,4
trader,42
gunvor,24
recently,3905
historically,215
nonetheless,110
positioning,98
prominent,124
transitional,47
ammonia,1080
emphasizing,57
refocus,8
frame,160
benchmarked,8
nyera,1
nonfossil,43
alternative,1025
mar1121,2
trafigura,28
vitol,30
mercuria,34
ventures,413
linked,299
farms,1070
complementing,17
gunvors,2
desk,50
refineries,96
ingolstadt,1
shuttered,24
antwerp,6
switch,461
refining,157
charter,32
publish,209
chartered,27
maritime,465
ceased,13
gastopower,4
inked,50
usbased,189
vietnam,219
lngfed,1
southeast,462
predominantly,66
commoditized,10
area,2140
commodity,238
sizable,40
fledging,1
apr121,3
taken,721
cautionary,8
beef,38
nala,1
formed,330
invested,414
battery,8381
trafigurarun,1
zinc,73
smelting,12
carbonoffset,8
cargoes,179
jul220,1
bought,229
gasfired,194
combinedcycle,40
immingham,1
heat,4837
humber,54
estuary,32
170,82
carbonoffsetting,1
marine,997
bunker,21
purchased,193
generated,1000
initiative,2790
compliance,272
talk,439
minerals,400
elements,453
spanning,104
periodic,28
vital,574
strategically,105
substitutes,22
simply,620
nonexistent,29
grand,123
oneupmanship,1
ignores,22
truth,81
hydrocarbons,198
permeating,5
facets,18
human,795
existence,67
endeavor,42
myriad,43
activist,57
pressures,193
responses,118
limit,444
otherwise,1932
penalize,9
extraction,467
hydrocarbon,133
molecules,245
unwise,1
risky,52
restrictions,200
actually,831
dangerous,155
insecurities,1
consequences,339
underlies,4
notions,6
rudiments,1
lack,733
awareness,242
easy,731
ignore,71
underlying,94
enormous,292
variety,1776
hurdle,45
leveraging,241
afford,140
inherent,74
coproducts,3
byproducts,64
blocks,221
intermediate,98
goods,566
